	v5_5_gene	JGI_v5.5_ID	JGI_v6	transcript	gene	k0	k4	BetweennessCentralitychlamynetUnDirected	OutdegreechlamynetUnDirected	IndegreechlamynetUnDirected	BetweennessCentralitychlamynetDirected	OutdegreechlamynetDirected	IndegreechlamynetDirected
14359	Cre03.g152450	Cre03.g152450.t1.2	ChCC-v11006565m.g	Cre03.g152450.t1.2	Cre03.g152450	0.0857576497924836	0.4818775858058928	0.0005532505496088	4.0	1.0	0.0001833314290103	4.0	1.0
14360	Cre03.g177053	Cre03.g177053.t1.1	ChCC-v11007667m.g	g3660.t1	g3660	0.061206419121874	0.2982230315816653	0.0007105636540502	1.0	1.0	0.0011362506999474	1.0	1.0
14362	Cre01.g013800	Cre01.g013800.t1.1	ChCC-v11000724m.g	Cre01.g013800.t1.3	Cre01.g013800	0.0896205541929064	0.4205368327848346	1.0108880256552682e-05	3.0	4.0	0.0061966262354096	3.0	4.0
14363	Cre01.g061077	Cre01.g061077.t1.1	ChCC-v11002727m.g	g1259.t1	g1259	0.0370205018113046	0.275793585093988	0.0002369106846718	2.0	0.0	0.0	2.0	0.0
14366	Cre01.g024300	Cre01.g024300.t1.2	ChCC-v11001196m.g	Cre01.g024300.t1.2	Cre01.g024300	0.0437644856548842	0.3174522995562533	0.0026348775860753	39.0	12.0	0.7364145586650321	39.0	12.0
14367	Cre01.g007774	Cre01.g007774.t1.1	ex.Cre01.g007774.t1.1.g	g200.t1	g200	0.135240523962051	0.350637822506798	0.0009451425214823	11.0	0.0	0.0	11.0	0.0
14370				Cre01.g054050.t1.2	Cre01.g054050			0.0008328714134184	38.0	21.0	0.3499365670384045	38.0	21.0
14371	Cre01.g051050	Cre01.g051050.t1.2	ChCC-v11002466m.g	Cre01.g051050.t1.2	Cre01.g051050	0.0416412228728037	0.3311558734364805	0.0	0.0	1.0	0.0	0.0	1.0
14373	Cre01.g014500	Cre01.g014500.t1.1	ChCC-v11000772m.g	Cre01.g014500.t1.3	Cre01.g014500	0.1355609942598931	0.4845841738912289	0.0002646209286218	8.0	4.0	0.1232827110672341	8.0	4.0
14378	Cre01.g019950	Cre01.g019950.t1.2	ChCC-v11001008m.g	Cre01.g019950.t1.2	Cre01.g019950	0.0737026660746012	0.3488634968689792	0.0011851596222717	22.0	3.0	0.002411448267744	22.0	3.0
14379	Cre01.g066917	Cre01.g066917.t1.1	ChCC-v11002758m.g	g1276.t1	g1276	0.0204790880177005	0.2168445870180108	0.0004630368599486	6.0	8.0	0.0151344402471785	6.0	8.0
14380	Cre01.g055600	Cre01.g055600.t1.1	ChCC-v11002701m.g	g1244.t1	g1244	0.1553320590112496	0.3401934018579565	0.0030655075890974	47.0	71.0	0.0812981114119646	47.0	71.0
14381	Cre01.g024200	Cre01.g024200.t1.1	ChCC-v11001190m.g	Cre01.g024200.t1.3	Cre01.g024200	0.0515962709853894	0.2161255436689599	0.000197263808984	0.0	2.0	0.0	0.0	2.0
14382	Cre01.g028900	Cre01.g028900.t1.1	ChCC-v11001408m.g	Cre01.g028900.t1.3	Cre01.g028900	0.0698178172995089	0.2848395702678546	0.0	1.0	0.0	0.0	1.0	0.0
14384	Cre01.g016900	Cre01.g016900.t1.2	ChCC-v11000875m.g	Cre01.g016900.t1.2	Cre01.g016900	0.0394828001140665	0.1468084328445715	0.0002439670430449	4.0	1.0	0.0106265213506951	4.0	1.0
14385	Cre01.g031550	Cre01.g031550.t1.1	ChCC-v11001540m.g	Cre01.g031550.t1.3	Cre01.g031550	0.155392217528976	0.3569156793035327	0.0002569107643151	4.0	3.0	0.5150347241522699	4.0	3.0
14387	Cre01.g026050	Cre01.g026050.t1.1	ChCC-v11001277m.g	Cre01.g026050.t1.2	Cre01.g026050	0.0889357378740704	0.3696604553611137	0.0002210065868107	32.0	1.0	0.2606930182882316	32.0	1.0
14390	Cre01.g013050	Cre01.g013050.t1.1	ChCC-v11000679m.g	Cre01.g013050.t1.3	Cre01.g013050	0.0981421542998689	0.4056281675934113	7.814901868777035e-08	8.0	5.0	0.0	8.0	5.0
14395				Cre01.g053288.t1.2	Cre01.g053288			0.0	0.0	1.0	0.0	0.0	1.0
14397	Cre01.g024950	Cre01.g024950.t1.2	ChCC-v11001231m.g	Cre01.g024950.t1.2	Cre01.g024950	0.038688308514347	0.2737576150618881	0.0	1.0	0.0	0.0	1.0	0.0
14398	Cre01.g013100	Cre01.g013100.t1.1	ChCC-v11000686m.g	Cre01.g013100.t1.3	Cre01.g013100	0.0736074130188554	0.3144153623824873	0.0	1.0	0.0	0.0	1.0	0.0
14402	Cre01.g029300	Cre01.g029300.t1.2	ChCC-v11001424m.g	Cre01.g029300.t1.2	Cre01.g029300	0.0271768863405336	0.2594847411164883	0.001547019380337	4.0	5.0	0.1708785635660989	4.0	5.0
14403	Cre01.g002500	Cre01.g002500.t1.2	ChCC-v11000142m.g	Cre01.g002500.t1.2	Cre01.g002500	0.0281825064401794	0.1538923107732105	0.0011086409142668	5.0	4.0	0.7833678799625233	5.0	4.0
14405				Cre01.g008950.t1.2	Cre01.g008950			0.0036692297031765	123.0	0.0	0.0	123.0	0.0
14406	Cre01.g003376	Cre01.g003376.t1.1	ChCC-v11000171m.g	g78.t1	g78	0.0629239731780868	0.3523804825077413	0.0	1.0	0.0	0.0	1.0	0.0
14417	Cre01.g014150	Cre01.g014150.t1.2	ChCC-v11000745m.g	Cre01.g014150.t1.2	Cre01.g014150	0.032636012149205	0.2652713161014435	1.3483961540150644e-05	3.0	0.0	0.0	3.0	0.0
14419	Cre01.g001000	Cre01.g001000.t1.1	ChCC-v11000051m.g	Cre01.g001000.t1.3	Cre01.g001000	0.3348009696287176	0.5031930328314262	9.425532533141111e-05	69.0	54.0	0.0086757622685872	69.0	54.0
14422	Cre01.g010900	Cre01.g010900.t1.2	ChCC-v11000558m.g	g274.t1	g274	0.0109192101566745	0.059733047294944	6.2461663349512e-05	4.0	6.0	0.0978999521639774	4.0	6.0
14423				Cre01.g010296.t1.1	Cre01.g010296			0.0	0.0	2.0	0.0	0.0	2.0
14428	Cre01.g004400	Cre01.g004400.t1.2	ChCC-v11000243m.g	Cre01.g004400.t1.2	Cre01.g004400	0.0517446536152135	0.3078963075485333	0.0	1.0	0.0	0.0	1.0	0.0
14429	Cre01.g008051	Cre01.g008051.t1.1	ChCC-v11000394m.g	g206.t1	g206	0.0850096893265447	0.298884441594962	1.9324337933820923e-06	1.0	1.0	4.0635847208952535e-05	1.0	1.0
14434	Cre01.g028000	Cre01.g028000.t1.1	ChCC-v11001362m.g	Cre01.g028000.t1.3	Cre01.g028000	0.0890294779912383	0.3495672974434494	0.0003502129796133	3.0	1.0	2.806666090177452e-05	3.0	1.0
14435	Cre01.g032550	Cre01.g032550.t1.1	ChCC-v11001589m.g	Cre01.g032550.t1.3	Cre01.g032550	0.0923313163359239	0.3729491551136386	0.0007126242586264	52.0	50.0	0.0167026238927292	52.0	50.0
14436				Cre01.g022900.t1.3	Cre01.g022900			0.0	1.0	0.0	0.0	1.0	0.0
14438	Cre01.g004800	Cre01.g004800.t1.2	ChCC-v11000268m.g	Cre01.g004800.t1.2	Cre01.g004800	0.0679476715141699	0.348573637792092	9.881760130227782e-06	174.0	19.0	0.0009637188077797	174.0	19.0
14439				g748.t2	g748			8.420565309366953e-05	0.0	2.0	0.0	0.0	2.0
14440	Cre01.g033091	Cre01.g033091.t2.1	ChCC-v11001615m.g	g748.t3	g748	0.1136188582037356	0.3240432788040646	8.420565309366953e-05	0.0	2.0	0.0	0.0	2.0
14441				g748.t1	g748			8.420565309366953e-05	0.0	2.0	0.0	0.0	2.0
14442	Cre01.g042000	Cre01.g042000.t1.2	ChCC-v11002037m.g	Cre01.g042000.t1.2	Cre01.g042000	0.1025884582741689	0.4390988487361488	0.0	2.0	0.0	0.0	2.0	0.0
14444				Cre01.g014950.t1.3	Cre01.g014950			0.0008737304877035	4.0	10.0	0.0695974796233749	4.0	10.0
14447	Cre01.g048150	Cre01.g048150.t1.2	ChCC-v11002330m.g	Cre01.g048150.t1.2	Cre01.g048150	0.0570152304708062	0.3420130404532467	0.0008785875256558	18.0	5.0	0.0910472473413903	18.0	5.0
14448	Cre01.g040450	Cre01.g040450.t1.2	ChCC-v11001955m.g	Cre01.g040450.t1.2	Cre01.g040450	0.0068807822070309	0.4949174691025971	0.0002364146191085	4.0	1.0	0.0058988920780501	4.0	1.0
14450	Cre01.g051850	Cre01.g051850.t1.1	ChCC-v11002515m.g	Cre01.g051850.t1.3	Cre01.g051850	0.2428018921837137	0.5248848824391791	0.0001364243545293	5.0	127.0	0.0128871226803728	5.0	127.0
14455				g904.t1	g904			0.0009512424920154	3.0	1.0	0.0058953319557654	3.0	1.0
14456				Cre01.g038350.t1.3	Cre01.g038350			0.000534191980484	16.0	19.0	0.2221323231155145	16.0	19.0
14457	Cre01.g035500	Cre01.g035500.t1.2	ChCC-v11001713m.g	Cre01.g035500.t1.2	Cre01.g035500	0.0694218691595178	0.349506105422855	0.0010081423135651	3.0	4.0	1.5743661364446446	3.0	4.0
14458				Cre01.g055050.t1.2	Cre01.g055050			0.0	0.0	1.0	0.0	0.0	1.0
14464	Cre01.g033900	Cre01.g033900.t1.1	ChCC-v11001651m.g	g765.t1	g765	0.3030743807101207	0.536715027309003	6.260735082548015e-05	1.0	12.0	0.0005336833536353	1.0	12.0
14465				g765.t2	g765			6.260735082548015e-05	1.0	12.0	0.0005336833536353	1.0	12.0
14466	Cre01.g032950	Cre01.g032950.t1.2	ChCC-v11001612m.g	Cre01.g032950.t1.2	Cre01.g032950	0.1187240284125786	0.2493299798199559	0.0001489970382337	5.0	5.0	0.1022299605770787	5.0	5.0
14468	Cre01.g009800	Cre01.g009800.t1.2	ChCC-v11000484m.g	Cre01.g009800.t1.2	Cre01.g009800	0.0416443203120474	0.2540395714335883	0.0011839920901413	1.0	1.0	0.0051334764789172	1.0	1.0
14469	Cre01.g030950	Cre01.g030950.t1.1	ChCC-v11001517m.g	Cre01.g030950.t1.1	Cre01.g030950	0.0431330344446989	0.4836214524668532	2.68836188922153e-05	2.0	0.0	0.0	2.0	0.0
14473	Cre01.g027000	Cre01.g027000.t1.2	ChCC-v11001316m.g	Cre01.g027000.t1.2	Cre01.g027000	0.0057692592173667	0.0452967827173049	0.0014148373108551	18.0	10.0	0.3121179604004778	18.0	10.0
14474	Cre01.g053200	Cre01.g053200.t1.1	ChCC-v11002571m.g	Cre01.g053200.t1.3	Cre01.g053200	0.2137757546470048	0.6915021782745568	0.0012249968947698	2.0	1.0	0.0016736149895728	2.0	1.0
14476	Cre01.g018650	Cre01.g018650.t1.1	ChCC-v11000945m.g	g439.t1	g439	0.0791908219219238	0.3511963760681285	0.0004051256006448	23.0	0.0	0.0	23.0	0.0
14481				Cre01.g050900.t1.3	Cre01.g050900			0.0002369154974934	6.0	0.0	0.0	6.0	0.0
14485				Cre01.g017850.t1.2	Cre01.g017850			4.373444726443154e-05	7.0	2.0	0.0304115953142105	7.0	2.0
14488				Cre01.g017600.t1.3	Cre01.g017600			4.3514642377274993e-05	0.0	16.0	0.0	0.0	16.0
14490	Cre01.g007150	Cre01.g007150.t1.1	ChCC-v11000360m.g	Cre01.g007150.t1.3	Cre01.g007150	0.117907466726881	0.4895810439521684	2.3850476394434027e-05	17.0	4.0	0.0028378892093291	17.0	4.0
14493	Cre01.g027200	Cre01.g027200.t1.2	ChCC-v11001327m.g	Cre01.g027200.t1.2	Cre01.g027200	0.0086207845693013	0.1884858212106795	0.0017293310587927	16.0	10.0	1.522985420914908	16.0	10.0
14495	Cre01.g024050	Cre01.g024050.t1.2	ChCC-v11001185m.g	Cre01.g024050.t1.2	Cre01.g024050	0.0373049866442985	0.1940579122195698	0.0002379132186206	63.0	1.0	0.0410142135990991	63.0	1.0
14496	Cre01.g045200	Cre01.g045200.t1.1	ChCC-v11002202m.g	Cre01.g045200.t1.1	Cre01.g045200	0.0723451996406716	0.3469676414610848	6.382582902826949e-05	30.0	0.0	0.0	30.0	0.0
14497	Cre01.g043300	Cre01.g043300.t1.2	ChCC-v11002107m.g	Cre01.g043300.t1.2	Cre01.g043300	0.1456792334217024	0.5334231419949306	3.129372247196193e-05	0.0	3.0	0.0	0.0	3.0
14500	Cre01.g049450	Cre01.g049450.t1.2	ChCC-v11002387m.g	Cre01.g049450.t1.2	Cre01.g049450	0.0236799464370676	0.2798597376397478	0.0003452873856926	0.0	3.0	0.0	0.0	3.0
14505				Cre01.g009050.t1.2	Cre01.g009050			6.532350414847567e-08	5.0	0.0	0.0	5.0	0.0
14510				g1091.t2	g1091	0.0068104894768098	0.2366978389548935	9.59274960293432e-05	15.0	7.0	0.0101227340355563	15.0	7.0
14512				Cre01.g037250.t1.2	Cre01.g037250			0.0025703469971203	44.0	48.0	1.620573218720514	44.0	48.0
14513				g46.t2	g46			1.85078131848378e-05	12.0	17.0	0.0062276226342664	12.0	17.0
14514				g46.t1	g46			1.85078131848378e-05	12.0	17.0	0.0062276226342664	12.0	17.0
14516	Cre01.g064727	Cre01.g064727.t1.1	ChCC-v11002745m.g	g1269.t1	g1269	0.1880404530265708	0.5767864067930313	0.0002895830761901	7.0	2.0	0.0009968435952483	7.0	2.0
14517	Cre01.g068377	Cre01.g068377.t1.1	ChCC-v11002763m.g	g1281.t1	g1281	0.0595411700953046	0.3212166912550658	6.79004856885403e-06	11.0	1.0	3.6445541514082464e-05	11.0	1.0
14518	Cre01.g053450	Cre01.g053450.t1.1	ChCC-v11002586m.g	Cre01.g053450.t1.3	Cre01.g053450	0.0446536384579519	0.1798339588640564	0.0014395337198881	2.0	4.0	0.0089565902505943	2.0	4.0
14519	Cre01.g016100	Cre01.g016100.t1.1	ChCC-v11000844m.g	Cre01.g016100.t1.3	Cre01.g016100	0.0581404786806199	0.4088473342123205	9.990449519697202e-05	21.0	77.0	0.0546902927828395	21.0	77.0
14524	Cre01.g027550	Cre01.g027550.t1.1	ChCC-v11001339m.g	g629.t1	g629	0.0346162038610847	0.2011979899460095	1.6822584149420534e-06	3.0	0.0	0.0	3.0	0.0
14525	Cre01.g018800	Cre01.g018800.t1.2	ChCC-v11000957m.g	Cre01.g018800.t1.2	Cre01.g018800	0.0058252720032446	0.1486326964378115	0.0008422261417291	180.0	36.0	0.7522918755598471	180.0	36.0
14529	Cre01.g023650	Cre01.g023650.t1.1	ChCC-v11001173m.g	g545.t1	g545	0.2049232154352048	0.509224466280395	0.0002112929451641	141.0	18.0	0.3752859430622703	141.0	18.0
14531	Cre01.g040100	Cre01.g040100.t1.2	ChCC-v11001937m.g	Cre01.g040100.t1.2	Cre01.g040100	0.0770806110453955	0.4090892258066688	8.77907437344648e-05	30.0	18.0	0.0495402893443987	30.0	18.0
14535	Cre01.g025350	Cre01.g025350.t1.2	ChCC-v11001246m.g	Cre01.g025350.t1.2	Cre01.g025350	0.0570617298430795	0.2167425878338472	0.0003100385274578	5.0	53.0	0.2214265065410917	5.0	53.0
14536	Cre01.g000350	Cre01.g000350.t1.1	ChCC-v11000027m.g	Cre01.g000350.t1.3	Cre01.g000350	0.0679647491445242	0.2004860772205104	0.0005517106630364	38.0	7.0	0.0625454800848364	38.0	7.0
14544	Cre01.g020182	Cre01.g020182.t1.1	ChCC-v11001017m.g	Cre01.g020150.t1.3	Cre01.g020150	0.1322881822457569	0.5494291087948554	0.0008218243346533	1.0	5.0	9.77982799122333e-05	1.0	5.0
14545	Cre01.g039702	Cre01.g039702.t1.1	ChCC-v11001916m.g	g887.t1	g887	0.1641842206438486	0.2733894616845289	0.0	1.0	0.0	0.0	1.0	0.0
14546	Cre01.g036250	Cre01.g036250.t1.2	ChCC-v11001757m.g	Cre01.g036250.t1.2	Cre01.g036250	0.173958609843547	0.503754738363341	9.655348622237417e-05	20.0	30.0	0.4138770528280723	20.0	30.0
14548	Cre01.g025600	Cre01.g025600.t1.2	ChCC-v11001257m.g	Cre01.g025600.t1.2	Cre01.g025600	0.0920893436244926	0.3020745383542494	0.0	0.0	1.0	0.0	0.0	1.0
14550	Cre01.g040000	Cre01.g040000.t1.2	ChCC-v11001932m.g	Cre01.g040000.t1.2	Cre01.g040000	0.0104896814810548	0.0400094855289695	0.0009212151613984	17.0	34.0	0.6122602648937697	17.0	34.0
14553	Cre01.g006800	Cre01.g006800.t1.1	fli.orf.55.g	Cre01.g006800.t1.3	Cre01.g006800	0.0903870183843392	0.4367134408111017	0.0	0.0	1.0	0.0	0.0	1.0
14560	Cre01.g015250	Cre01.g015250.t1.1	ChCC-v11000804m.g	Cre01.g015250.t1.1	Cre01.g015250	0.0137034807294906	0.1635590556335606	0.000113092321087	13.0	19.0	0.0092453117201683	13.0	19.0
14564	Cre01.g030050	Cre01.g030050.t1.2	ChCC-v11001461m.g	Cre01.g030050.t1.2	Cre01.g030050	0.0406053147559374	0.1073256327305049	0.0027021208391798	33.0	8.0	0.2270875698434227	33.0	8.0
14566				g1034.t2	g1034			8.880566260675052e-05	25.0	6.0	0.0009059469572368	25.0	6.0
14567	Cre01.g046237	Cre01.g046237.t2.1	ChCC-v11002258m.g	g1034.t1	g1034	0.2041886506844905	0.644349238525655	8.880566260675052e-05	25.0	6.0	0.0009059469572368	25.0	6.0
14568	Cre01.g010800	Cre01.g010800.t1.1	ChCC-v11000545m.g	g268.t1	g268	0.205019556900775	0.3886037029592079	0.0	2.0	0.0	0.0	2.0	0.0
14570	Cre01.g005150	Cre01.g005150.t1.1	ChCC-v11000290m.g	Cre01.g005150.t1.1	Cre01.g005150	0.011490075358637	0.1825802788875001	0.0	1.0	0.0	0.0	1.0	0.0
14571	Cre01.g036150	Cre01.g036150.t1.2	ChCC-v11001750m.g	Cre01.g036150.t1.2	Cre01.g036150	0.0528097425516103	0.2755727207767031	9.893674507151204e-05	7.0	2.0	0.0035011177541824	7.0	2.0
14572	Cre01.g050600	Cre01.g050600.t1.1	ChCC-v11002437m.g	Cre01.g050600.t1.3	Cre01.g050600	0.0378721230108991	0.3881868046716528	0.0019271134410567	4.0	4.0	0.0054578569122895	4.0	4.0
14573	Cre01.g012750	Cre01.g012750.t1.1	ChCC-v11000665m.g	Cre01.g012750.t1.3	Cre01.g012750	0.1053029249926812	0.4683957722910443	2.53045450669967e-08	1.0	1.0	0.139473768061781	1.0	1.0
14575	Cre01.g051250	Cre01.g051250.t1.2	ChCC-v11002476m.g	Cre01.g051250.t1.2	Cre01.g051250	0.0201896444349315	0.1921266050592782	0.0	1.0	2.0	0.0	1.0	2.0
14577				Cre01.g014600.t1.2	Cre01.g014600			0.0007219823975411	3.0	3.0	0.144674594097924	3.0	3.0
14578	Cre01.g025150	Cre01.g025150.t1.2	ChCC-v11001238m.g	Cre01.g025150.t1.2	Cre01.g025150	0.0603976169188619	0.3412965369356522	2.958906472949712e-05	11.0	5.0	0.012746397680303	11.0	5.0
14582				Cre01.g007950.t1.3	Cre01.g007950			6.653229953725879e-05	5.0	0.0	0.0	5.0	0.0
14583	Cre01.g027800	Cre01.g027800.t1.2	ChCC-v11001354m.g	Cre01.g027800.t1.2	Cre01.g027800	0.011372469602509	0.1457696515150752	0.0006495588800894	121.0	90.0	0.2667615254054261	121.0	90.0
14584	Cre01.g038151	Cre01.g038151.t1.1	ChCC-v11001849m.g	Cre01.g038150.t1.3	Cre01.g038150	0.0696392644693472	0.3498343804885531	0.0004900401137914	27.0	31.0	0.0206259975078864	27.0	31.0
14585	Cre01.g014700	Cre01.g014700.t1.2	ChCC-v11000781m.g	Cre01.g014700.t1.2	Cre01.g014700	0.0816608769453838	0.2368897120638578	0.0027762541880696	0.0	14.0	0.0	0.0	14.0
14590				g92.t2	g92			0.0018717223710907	8.0	3.0	0.0995536837456368	8.0	3.0
14594	Cre01.g038400	Cre01.g038400.t1.2	ChCC-v11001859m.g	Cre01.g038400.t1.2	Cre01.g038400	0.0192241201448809	0.2233758329368492	6.428789435730377e-06	7.0	2.0	0.0014780041746428	7.0	2.0
14595	Cre01.g016200	Cre01.g016200.t1.1	ChCC-v11000847m.g	g385.t1	g385	0.2211324212809567	0.5307849483198634	8.693574435666048e-05	1.0	5.0	0.0238447339253301	1.0	5.0
14597	Cre01.g030700	Cre01.g030700.t1.1	ChCC-v11001501m.g	g695.t1	g695	0.0938723572155045	0.3181764080926161	0.0001510727343188	1.0	25.0	0.0156233827193789	1.0	25.0
14598				g67.t1	g67			0.0003019141967673	0.0	4.0	0.0	0.0	4.0
14599	Cre01.g020950	Cre01.g020950.t1.2	ChCC-v11001057m.g	Cre01.g020950.t1.2	Cre01.g020950	0.0367849554784293	0.3579067597252542	0.0014355234012457	69.0	28.0	0.8509973701063749	69.0	28.0
14601	Cre01.g001100	Cre01.g001100.t1.2	ChCC-v11000056m.g	Cre01.g001100.t1.2	Cre01.g001100	0.044824658797398	0.2015422437818774	0.0004973245928294	6.0	1.0	0.0153010541211479	6.0	1.0
14602	Cre01.g037650	Cre01.g037650.t1.2	ChCC-v11001826m.g	Cre01.g037650.t1.2	Cre01.g037650	0.0355797938036704	0.2966360829412472	0.0006326556219529	2.0	6.0	0.0807210707667296	2.0	6.0
14604	Cre01.g011200	Cre01.g011200.t1.2	ChCC-v11000572m.g	Cre01.g011200.t1.2	Cre01.g011200	0.0303839016876759	0.4505803953216977	0.0	0.0	2.0	0.0	0.0	2.0
14605	Cre01.g003475	Cre01.g003475.t1.1	ChCC-v11000177m.g	g81.t1	g81	0.0955969132216331	0.3656666709626965	9.55362638517976e-05	65.0	32.0	0.0052847711419692	65.0	32.0
14609	Cre01.g021700	Cre01.g021700.t1.1	ChCC-v11001092m.g	Cre01.g021700.t1.3	Cre01.g021700	0.1907604131180511	0.5410602140323214	0.0004296451831478	7.0	1.0	0.0173909554566235	7.0	1.0
14612				Cre01.g008300.t1.3	Cre01.g008300			4.575917610645618e-05	99.0	147.0	0.0647712667530387	99.0	147.0
14614	Cre01.g053950	Cre01.g053950.t1.1	ChCC-v11002603m.g	Cre01.g053950.t1.3	Cre01.g053950	0.1245834332151738	0.3646876842620221	9.651096666023958e-05	3.0	0.0	0.0	3.0	0.0
14617	Cre01.g010150	Cre01.g010150.t1.2	ChCC-v11000503m.g	Cre01.g010150.t1.2	Cre01.g010150	0.1851099715500858	0.5241304254210997	0.0	0.0	1.0	0.0	0.0	1.0
14618	Cre01.g029900	Cre01.g029900.t1.2	ChCC-v11001455m.g	Cre01.g029900.t1.2	Cre01.g029900	0.0740486729039487	0.3234522955201642	0.0006331153931707	47.0	4.0	0.1307853079451206	47.0	4.0
14620	Cre01.g039350	Cre01.g039350.t1.2	ChCC-v11001895m.g	Cre01.g039350.t1.2	Cre01.g039350	0.0281458919017594	0.2627156600116326	0.0	0.0	1.0	0.0	0.0	1.0
14623	Cre01.g022100	Cre01.g022100.t1.2	ChCC-v11001103m.g	Cre01.g022100.t1.2	Cre01.g022100	0.1738994141550671	0.4611286407323078	0.0010321348330642	2.0	3.0	0.0652399036672915	2.0	3.0
14624	Cre01.g043850	Cre01.g043850.t1.1	ChCC-v11002141m.g	Cre01.g043850.t1.3	Cre01.g043850	0.1634472114432752	0.4378942802033244	0.0014339704526178	3.0	30.0	0.1638186201799555	3.0	30.0
14625	Cre01.g019300	Cre01.g019300.t1.1	ChCC-v11000986m.g	Cre01.g019300.t1.3	Cre01.g019300	0.1524042574271465	0.4767921917976493	0.0002369106846718	2.0	0.0	0.0	2.0	0.0
14627	Cre01.g009500	Cre01.g009500.t1.2	ChCC-v11000471m.g	Cre01.g009500.t1.2	Cre01.g009500	0.0685795713790213	0.3188051846224055	0.0001326367611264	29.0	0.0	0.0	29.0	0.0
14629	Cre01.g047700	Cre01.g047700.t1.2	ChCC-v11002308m.g	Cre01.g047700.t1.2	Cre01.g047700	0.0336190735350482	0.2401256456972019	2.4398305233825475e-05	5.0	1.0	0.0001647653328238	5.0	1.0
14631	Cre01.g005050	Cre01.g005050.t1.1	ChCC-v11000277m.g	Cre01.g005050.t1.1	Cre01.g005050	0.0184716387189773	0.275793585093988	0.0	0.0	2.0	0.0	0.0	2.0
14632	Cre01.g041000	Cre01.g041000.t1.1	ChCC-v11001988m.g	g918.t1	g918	0.0083799754485938	0.3558434846963368	8.53502679193051e-05	1.0	7.0	0.0009763960883138	1.0	7.0
14634	Cre01.g007051	Cre01.g007051.t1.2	ChCC-v11000358m.g	g185.t1	g185	-0.0	0.0340967805575679	2.14659948319679e-05	8.0	20.0	0.0173502815102495	8.0	20.0
14635				Cre01.g020700.t1.3	Cre01.g020700			0.0003397335293633	4.0	25.0	0.0014775903849145	4.0	25.0
14636	Cre01.g012650	Cre01.g012650.t1.1	ChCC-v11000659m.g	Cre01.g012650.t1.3	Cre01.g012650	0.1144595277466709	0.4729896598755512	0.0001833130019573	87.0	123.0	0.018262655924167	87.0	123.0
14637	Cre01.g029400	Cre01.g029400.t1.2	ChCC-v11001427m.g	Cre01.g029400.t1.2	Cre01.g029400	0.0951304220266221	0.3393027077976187	1.0100094657131236e-05	4.0	2.0	0.0007366422598047	4.0	2.0
14638	Cre01.g053360	Cre01.g053360.t1.2		Cre01.g053360.t1.2	Cre01.g053360	0.2180377321102011	0.4838405150890255	0.0010928250521687	4.0	5.0	0.1162688844738608	4.0	5.0
14641				Cre01.g013500.t1.2	Cre01.g013500			0.0003975238267497	12.0	4.0	0.0698115577675495	12.0	4.0
14642	Cre01.g001400	Cre01.g001400.t1.1	ChCC-v11000068m.g	Cre01.g001400.t1.1	Cre01.g001400	0.0873664028203032	0.2656288602904604	0.0002384362354916	3.0	0.0	0.0	3.0	0.0
14643	Cre01.g023200	Cre01.g023200.t1.2	ChCC-v11001142m.g	Cre01.g023200.t1.2	Cre01.g023200	0.0871515057442985	0.3570620064915884	0.0001548103570733	59.0	25.0	0.1562837412324566	59.0	25.0
14645	Cre01.g029550	Cre01.g029550.t1.1	ChCC-v11001442m.g	Cre01.g029550.t1.3	Cre01.g029550	0.080421300899833	0.4036924365674824	0.0002479516991252	17.0	0.0	0.0	17.0	0.0
14652	Cre01.g016750	Cre01.g016750.t1.2	ChCC-v11000871m.g	Cre01.g016750.t1.2	Cre01.g016750	0.0436169401178055	0.2049207417837159	0.0004194259098767	85.0	144.0	0.6817276241334728	85.0	144.0
14653				g655.t1	g655			0.0003362130809307	4.0	0.0	0.0	4.0	0.0
14654				Cre01.g016500.t1.3	Cre01.g016500			0.0	0.0	1.0	0.0	0.0	1.0
14658				Cre01.g006000.t1.3	Cre01.g006000			0.0042107497329304	12.0	6.0	2.675357989240396	12.0	6.0
14662				Cre01.g027350.t1.2	Cre01.g027350			0.0017117652053218	13.0	8.0	1.5957221065123584	13.0	8.0
14665	Cre01.g069837	Cre01.g069837.t1.1	ChCC-v11002778m.g	g1285.t1	g1285	0.0831263376656899	0.4092978996855232	0.000710619787372	0.0	3.0	0.0	0.0	3.0
14666	Cre01.g023950	Cre01.g023950.t1.1	ChCC-v11001182m.g	Cre01.g023950.t1.3	Cre01.g023950	0.3290598545056462	0.6007349140223706	0.0003844737903669	122.0	70.0	0.2423690246716923	122.0	70.0
14667	Cre01.g003050	Cre01.g003050.t1.2	ChCC-v11000165m.g	Cre01.g003050.t1.2	Cre01.g003050	0.0645287889580929	0.2652573307068568	0.0001615941956359	18.0	54.0	0.1189617055289021	18.0	54.0
14669	Cre01.g043150	Cre01.g043150.t1.2	ChCC-v11002094m.g	Cre01.g043150.t1.2	Cre01.g043150	0.0926107925782658	0.5114804099713652	0.0085339109806438	46.0	136.0	2.753064917496689	46.0	136.0
14670	Cre01.g047600	Cre01.g047600.t1.2	ChCC-v11002305m.g	Cre01.g047600.t1.2	Cre01.g047600	0.0210392477610748	0.2291499855521688	0.000195901470865	4.0	1.0	0.0420532754750744	4.0	1.0
