	total_exon_length
ChCC-v11031998m.g	2134
ChCC-v11032000m.g	3805
ChCC-v11032003m.g	2244
ChCC-v11032005m.g	1414
ChCC-v11032019m.g	2087
ChCC-v11032023m.g	5355
ChCC-v11032029m.g	1531
ChCC-v11032034m.g	1398
ChCC-v11032037m.g	5586
ChCC-v11032040m.g	3514
ChCC-v11032042m.g	3119
ChCC-v11032043m.g	1223
ChCC-v11032050m.g	2661
ChCC-v11032051m.g	6329
ChCC-v11032055m.g	2806
ChCC-v11032056m.g	1134
ChCC-v11032059m.g	4883
ChCC-v11032061m.g	2383
ChCC-v11032065m.g	3376
ChCC-v11032066m.g	2478
ChCC-v11032072m.g	5500
ChCC-v11032076m.g	2075
ChCC-v11032077m.g	7478
ChCC-v11032086m.g	9523
ChCC-v11032090m.g	4036
ChCC-v11032092m.g	1942
ChCC-v11032107m.g	2629
ChCC-v11032109m.g	5445
ChCC-v11032111m.g	2914
ChCC-v11032112m.g	2050
ChCC-v11032123m.g	7953
ChCC-v11032125m.g	3028
ChCC-v11032128m.g	1353
ChCC-v11032131m.g	3213
ChCC-v11032133m.g	3306
ChCC-v11032136m.g	4096
ChCC-v11032138m.g	609
ChCC-v11032140m.g	12541
ChCC-v11032142m.g	4414
ChCC-v11032144m.g	3082
ChCC-v11032145m.g	6678
ChCC-v11032146m.g	695
ChCC-v11032147m.g	2570
ChCC-v11032149m.g	5041
ChCC-v11032150m.g	10315
ChCC-v11032155m.g	3528
ChCC-v11032160m.g	6191
ChCC-v11032161m.g	1448
ChCC-v11032166m.g	2446
ChCC-v11032170m.g	1069
ChCC-v11032172m.g	2754
ChCC-v11032174m.g	1734
ChCC-v11032176m.g	2577
ChCC-v11032186m.g	502
ChCC-v11032191m.g	7537
ChCC-v11032193m.g	5472
ChCC-v11032194m.g	4024
ChCC-v11032195m.g	1286
ChCC-v11032202m.g	1456
ChCC-v11032203m.g	3491
ChCC-v11032206m.g	5105
ChCC-v11032207m.g	2629
ChCC-v11032209m.g	2566
ChCC-v11032210m.g	2871
ChCC-v11032215m.g	456
ChCC-v11032217m.g	1301
ChCC-v11032219m.g	2373
ChCC-v11032220m.g	1638
ChCC-v11032223m.g	1842
ChCC-v11032226m.g	519
ChCC-v11032232m.g	2912
ChCC-v11032234m.g	5901
ChCC-v11032235m.g	11217
ChCC-v11032239m.g	10209
ChCC-v11032241m.g	3027
ChCC-v11032242m.g	1918
ChCC-v11032243m.g	1034
ChCC-v11032246m.g	1997
ChCC-v11032250m.g	3297
ChCC-v11032252m.g	4281
ChCC-v11032253m.g	2461
ChCC-v11032256m.g	17434
ChCC-v11032257m.g	279
ChCC-v11032258m.g	1351
ChCC-v11032259m.g	4539
ChCC-v11032260m.g	3305
ChCC-v11032261m.g	15473
ChCC-v11032264m.g	2073
ChCC-v11032265m.g	4510
ChCC-v11032267m.g	2071
ChCC-v11032269m.g	520
ChCC-v11032271m.g	1294
ChCC-v11032273m.g	5859
ChCC-v11032275m.g	2388
ChCC-v11032278m.g	2145
ChCC-v11032279m.g	9644
ChCC-v11032284m.g	6982
ChCC-v11032289m.g	6386
ChCC-v11032295m.g	2261
ChCC-v11032296m.g	2615
ChCC-v11032299m.g	3098
ChCC-v11032301m.g	2324
ChCC-v11032307m.g	2650
ChCC-v11032308m.g	2992
ChCC-v11032309m.g	2418
ChCC-v11032310m.g	2600
ChCC-v11032312m.g	15326
ChCC-v11032315m.g	1634
ChCC-v11032318m.g	2821
ChCC-v11032324m.g	1691
ChCC-v11032325m.g	3795
ChCC-v11032329m.g	3303
ChCC-v11032330m.g	3339
ChCC-v11032332m.g	1379
ChCC-v11032337m.g	2746
ChCC-v11032338m.g	8440
ChCC-v11032339m.g	4464
ChCC-v11032340m.g	732
ChCC-v11032341m.g	1033
ChCC-v11032343m.g	1033
ChCC-v11032345m.g	2914
ChCC-v11032347m.g	1175
ChCC-v11032349m.g	549
ChCC-v11032353m.g	350
ChCC-v11032355m.g	221
ChCC-v11032356m.g	4531
ChCC-v11032362m.g	10298
ChCC-v11032363m.g	9316
ChCC-v11032364m.g	1957
ChCC-v11032365m.g	163
ChCC-v11032366m.g	603
ChCC-v11032368m.g	269
ChCC-v11032369m.g	4158
ChCC-v11032372m.g	194
ChCC-v11032373m.g	287
ChCC-v11032378m.g	2420
ChCC-v11032380m.g	250
ChCC-v11032381m.g	321
ChCC-v11032382m.g	3599
ChCC-v11032383m.g	2221
ChCC-v11032384m.g	663
ChCC-v11032386m.g	278
ChCC-v11032388m.g	3454
ChCC-v11032393m.g	3876
ChCC-v11032396m.g	973
ChCC-v11032397m.g	1451
ChCC-v11032398m.g	1868
ChCC-v11032399m.g	1868
ChCC-v11032403m.g	3571
ChCC-v11032405m.g	3154
ChCC-v11032407m.g	2089
ChCC-v11032408m.g	1929
ChCC-v11032409m.g	3684
ChCC-v11032410m.g	2973
ChCC-v11032412m.g	1160
ChCC-v11032413m.g	5036
ChCC-v11032414m.g	685
ChCC-v11032416m.g	4629
ChCC-v11032417m.g	447
ChCC-v11032422m.g	1640
ChCC-v11032423m.g	9389
ChCC-v11032425m.g	3615
ChCC-v11032426m.g	926
ChCC-v11032429m.g	1836
ChCC-v11032431m.g	4871
ChCC-v11032432m.g	3745
ChCC-v11032433m.g	3605
ChCC-v11032435m.g	1369
ChCC-v11032436m.g	389
ChCC-v11032437m.g	2058
ChCC-v11032441m.g	1148
ChCC-v11032445m.g	1432
ChCC-v11032446m.g	9389
ChCC-v11032447m.g	13815
ChCC-v11032449m.g	3435
ChCC-v11032451m.g	14719
ChCC-v11032453m.g	10576
ChCC-v11032455m.g	395
ChCC-v11032456m.g	3158
ChCC-v11032461m.g	1532
ChCC-v11032464m.g	2806
ChCC-v11032466m.g	9278
ChCC-v11032467m.g	5717
ChCC-v11032471m.g	1848
ChCC-v11032472m.g	2460
ChCC-v11032473m.g	648
ChCC-v11032475m.g	1424
ChCC-v11032478m.g	1229
ChCC-v11032481m.g	2797
ChCC-v11032483m.g	477
ChCC-v11032484m.g	2324
ChCC-v11032485m.g	1362
ChCC-v11032486m.g	2813
ChCC-v11032487m.g	1283
ChCC-v11032488m.g	1863
ChCC-v11032490m.g	1454
ChCC-v11032493m.g	2552
ChCC-v11032498m.g	1355
ChCC-v11032500m.g	1784
ChCC-v11032502m.g	1522
ChCC-v11032504m.g	3113
ChCC-v11032509m.g	2336
ChCC-v11032510m.g	3424
ChCC-v11032512m.g	3776
ChCC-v11032513m.g	2263
ChCC-v11032526m.g	6152
ChCC-v11032527m.g	2300
ChCC-v11032528m.g	7329
ChCC-v11032530m.g	2504
ChCC-v11032531m.g	535
ChCC-v11032533m.g	1058
ChCC-v11032541m.g	2657
ChCC-v11032542m.g	4301
ChCC-v11032544m.g	976
ChCC-v11032545m.g	1901
ChCC-v11032548m.g	3658
ChCC-v11032549m.g	1726
ChCC-v11032550m.g	4481
ChCC-v11032553m.g	290
ChCC-v11032554m.g	2966
ChCC-v11032555m.g	2426
ChCC-v11032556m.g	1521
ChCC-v11032558m.g	4955
ChCC-v11032561m.g	8390
ChCC-v11032564m.g	1444
ChCC-v11032565m.g	2192
ChCC-v11032566m.g	2689
ChCC-v11032570m.g	2819
ChCC-v11032571m.g	2454
ChCC-v11032574m.g	1141
ChCC-v11032576m.g	2435
ChCC-v11032577m.g	643
ChCC-v11032581m.g	3449
ChCC-v11032583m.g	2927
ChCC-v11032584m.g	2068
ChCC-v11032585m.g	3835
ChCC-v11032586m.g	3073
ChCC-v11032591m.g	3587
ChCC-v11032593m.g	2003
ChCC-v11032607m.g	1513
ChCC-v11032609m.g	3141
ChCC-v11032610m.g	1198
ChCC-v11032611m.g	4494
ChCC-v11032612m.g	2277
ChCC-v11032614m.g	2100
ChCC-v11032618m.g	1714
ChCC-v11032621m.g	1243
ChCC-v11032624m.g	3842
ChCC-v11032626m.g	3996
ChCC-v11032628m.g	2870
ChCC-v11032630m.g	2563
ChCC-v11032631m.g	8820
ChCC-v11032632m.g	734
ChCC-v11032637m.g	1178
ChCC-v11032639m.g	2011
ChCC-v11032640m.g	3105
ChCC-v11032642m.g	3757
ChCC-v11032646m.g	4086
ChCC-v11032650m.g	4205
ChCC-v11032651m.g	1101
ChCC-v11032653m.g	2926
ChCC-v11032656m.g	1980
ChCC-v11032658m.g	3168
ChCC-v11032659m.g	3989
ChCC-v11032660m.g	531
ChCC-v11032661m.g	6987
ChCC-v11032662m.g	2961
ChCC-v11032664m.g	11655
ChCC-v11032666m.g	2083
ChCC-v11032668m.g	3619
ChCC-v11032670m.g	2106
ChCC-v11032671m.g	1440
ChCC-v11032672m.g	927
ChCC-v11032676m.g	2499
ChCC-v11032677m.g	9530
ChCC-v11032678m.g	6196
ChCC-v11032679m.g	26330
ChCC-v11032682m.g	5829
ChCC-v11032683m.g	5517
ChCC-v11032684m.g	2845
ChCC-v11032685m.g	624
ChCC-v11032687m.g	3498
ChCC-v11032688m.g	14766
ChCC-v11032689m.g	2685
ChCC-v11032691m.g	2928
ChCC-v11032692m.g	7543
ChCC-v11032694m.g	2579
ChCC-v11032695m.g	2871
ChCC-v11032696m.g	2367
ChCC-v11032701m.g	9244
ChCC-v11032703m.g	1840
ChCC-v11032706m.g	1716
ChCC-v11032708m.g	6852
ChCC-v11032710m.g	2552
ChCC-v11032716m.g	2436
ChCC-v11032717m.g	2197
ChCC-v11032720m.g	2783
ChCC-v11032721m.g	2679
ChCC-v11032724m.g	6381
ChCC-v11032725m.g	1562
ChCC-v11032728m.g	4811
ChCC-v11032729m.g	1825
ChCC-v11032732m.g	4550
ChCC-v11032733m.g	889
ChCC-v11032735m.g	3250
ChCC-v11032736m.g	2301
ChCC-v11032739m.g	6738
ChCC-v11032742m.g	2431
ChCC-v11032744m.g	340
ChCC-v11032745m.g	533
ChCC-v11032746m.g	2624
ChCC-v11032747m.g	403
ChCC-v11032748m.g	4096
ChCC-v11032750m.g	3550
ChCC-v11032751m.g	3017
ChCC-v11032752m.g	1145
ChCC-v11032753m.g	3083
ChCC-v11032755m.g	617
ChCC-v11032756m.g	166
ChCC-v11032758m.g	512
ChCC-v11032760m.g	2943
ChCC-v11032761m.g	329
ChCC-v11032763m.g	8027
ChCC-v11032765m.g	3454
ChCC-v11032766m.g	1807
ChCC-v11032767m.g	920
ChCC-v11032769m.g	984
ChCC-v11032770m.g	418
ChCC-v11032771m.g	3041
ChCC-v11032772m.g	645
ChCC-v11032774m.g	249
ChCC-v11032776m.g	754
ChCC-v11032777m.g	441
ChCC-v11032778m.g	407
ChCC-v11032779m.g	3959
ChCC-v11032781m.g	4090
ChCC-v11032782m.g	2760
ChCC-v11032783m.g	2353
ChCC-v11032791m.g	262
ChCC-v11032792m.g	1027
ChCC-v11032793m.g	3470
ChCC-v11032794m.g	1739
ChCC-v11032795m.g	3924
ChCC-v11032801m.g	2109
ChCC-v11032806m.g	3001
ChCC-v11032808m.g	4159
ChCC-v11032810m.g	1434
ChCC-v11032812m.g	4319
ChCC-v11032819m.g	2390
ChCC-v11032821m.g	1291
ChCC-v11032825m.g	2802
ChCC-v11032830m.g	664
ChCC-v11032831m.g	4211
ChCC-v11032833m.g	3333
ChCC-v11032835m.g	2156
ChCC-v11032836m.g	5428
ChCC-v11032837m.g	5953
ChCC-v11032840m.g	1792
ChCC-v11032841m.g	4073
ChCC-v11032843m.g	3532
ChCC-v11032845m.g	4319
ChCC-v11032846m.g	2766
ChCC-v11032850m.g	1735
ChCC-v11032852m.g	3596
ChCC-v11032855m.g	2037
ChCC-v11032856m.g	1826
ChCC-v11032859m.g	847
ChCC-v11032862m.g	7481
ChCC-v11032864m.g	1221
ChCC-v11032865m.g	2591
ChCC-v11032868m.g	6722
ChCC-v11032872m.g	4375
ChCC-v11032873m.g	2148
ChCC-v11032874m.g	3885
ChCC-v11032876m.g	1993
ChCC-v11032878m.g	1614
ChCC-v11032880m.g	1407
ChCC-v11032882m.g	2018
ChCC-v11032883m.g	554
ChCC-v11032885m.g	3054
ChCC-v11032892m.g	6367
ChCC-v11032894m.g	4522
ChCC-v11032895m.g	6711
ChCC-v11032896m.g	2636
ChCC-v11032897m.g	1315
ChCC-v11032900m.g	2753
ChCC-v11032908m.g	502
ChCC-v11032910m.g	706
ChCC-v11032911m.g	2245
ChCC-v11032913m.g	1573
ChCC-v11032914m.g	3190
ChCC-v11032916m.g	3194
ChCC-v11032927m.g	2044
ChCC-v11032928m.g	2172
ChCC-v11032931m.g	1866
ChCC-v11032932m.g	3407
ChCC-v11032935m.g	4298
ChCC-v11032939m.g	3718
ChCC-v11032940m.g	3690
ChCC-v11032944m.g	3014
ChCC-v11032946m.g	3633
ChCC-v11032949m.g	249
ChCC-v11032951m.g	1021
ChCC-v11032952m.g	1754
ChCC-v11032958m.g	4023
ChCC-v11032959m.g	2937
ChCC-v11032970m.g	4921
ChCC-v11032976m.g	8796
ChCC-v11032979m.g	4180
ChCC-v11032983m.g	1533
ChCC-v11032985m.g	5603
ChCC-v11032994m.g	1879
ChCC-v11032995m.g	2186
ChCC-v11032996m.g	1860
ChCC-v11033000m.g	2602
ChCC-v11033001m.g	2709
ChCC-v11033002m.g	2480
ChCC-v11033003m.g	279
ChCC-v11033005m.g	1447
ChCC-v11033006m.g	3349
ChCC-v11033008m.g	6877
ChCC-v11033009m.g	2302
ChCC-v11033010m.g	1483
ChCC-v11033013m.g	1915
ChCC-v11033015m.g	2708
ChCC-v11033018m.g	584
ChCC-v11033023m.g	3114
ChCC-v11033027m.g	4152
ChCC-v11033028m.g	11459
ChCC-v11033029m.g	1557
ChCC-v11033032m.g	2827
ChCC-v11033034m.g	3355
ChCC-v11033035m.g	2460
ChCC-v11033038m.g	352
ChCC-v11033039m.g	3295
ChCC-v11033040m.g	3120
ChCC-v11033041m.g	2297
ChCC-v11033042m.g	2188
ChCC-v11033043m.g	1565
ChCC-v11033044m.g	5002
ChCC-v11033046m.g	1699
ChCC-v11033047m.g	2834
ChCC-v11033048m.g	1230
ChCC-v11033050m.g	4430
ChCC-v11033051m.g	2729
ChCC-v11033052m.g	3480
ChCC-v11033053m.g	5156
ChCC-v11033055m.g	3066
ChCC-v11033056m.g	4396
ChCC-v11033063m.g	2102
ChCC-v11033065m.g	5013
ChCC-v11033066m.g	3475
ChCC-v11033067m.g	1572
ChCC-v11033069m.g	2809
ChCC-v11033071m.g	3031
ChCC-v11033074m.g	3713
ChCC-v11033079m.g	3780
ChCC-v11033080m.g	238
ChCC-v11033081m.g	6891
ChCC-v11033082m.g	2607
ChCC-v11033083m.g	2350
ChCC-v11033085m.g	1964
ChCC-v11033088m.g	5955
ChCC-v11033090m.g	2641
ChCC-v11033091m.g	1225
ChCC-v11033092m.g	1802
ChCC-v11033095m.g	906
ChCC-v11033098m.g	8306
ChCC-v11033099m.g	2407
ChCC-v11033104m.g	2327
ChCC-v11033105m.g	3676
ChCC-v11033106m.g	3449
ChCC-v11033107m.g	2783
ChCC-v11033109m.g	3865
ChCC-v11033111m.g	2766
ChCC-v11033113m.g	4120
ChCC-v11033114m.g	2655
ChCC-v11033115m.g	4340
ChCC-v11033116m.g	2363
ChCC-v11033119m.g	1481
ChCC-v11033120m.g	3580
ChCC-v11033122m.g	1803
ChCC-v11033124m.g	4880
ChCC-v11033127m.g	3165
ChCC-v11033128m.g	2443
ChCC-v11033129m.g	1203
ChCC-v11033136m.g	4766
ChCC-v11033137m.g	2857
ChCC-v11033140m.g	3242
ChCC-v11033143m.g	3351
ChCC-v11033145m.g	2451
ChCC-v11033151m.g	2555
ChCC-v11033157m.g	3235
ChCC-v11033160m.g	2143
ChCC-v11033164m.g	3514
ChCC-v11033165m.g	345
ChCC-v11033167m.g	2396
ChCC-v11033173m.g	8048
ChCC-v11033174m.g	2670
ChCC-v11033179m.g	2942
ChCC-v11033180m.g	4733
ChCC-v11033181m.g	3464
ChCC-v11033182m.g	1397
ChCC-v11033183m.g	3061
ChCC-v11033185m.g	2135
ChCC-v11033186m.g	3792
ChCC-v11033187m.g	2942
ChCC-v11033188m.g	2410
ChCC-v11033190m.g	1157
ChCC-v11033193m.g	2693
ChCC-v11033197m.g	2529
ChCC-v11033198m.g	3330
ChCC-v11033203m.g	8735
ChCC-v11033207m.g	376
ChCC-v11033211m.g	1518
ChCC-v11033212m.g	1841
ChCC-v11033214m.g	6153
ChCC-v11033216m.g	2677
ChCC-v11033219m.g	3474
ChCC-v11033221m.g	1021
ChCC-v11033224m.g	3661
ChCC-v11033226m.g	1701
ChCC-v11033227m.g	2683
ChCC-v11033228m.g	14248
ChCC-v11033230m.g	1656
ChCC-v11033232m.g	5425
ChCC-v11033234m.g	2976
ChCC-v11033235m.g	2752
ChCC-v11033236m.g	1197
ChCC-v11033241m.g	2169
ChCC-v11033242m.g	5066
ChCC-v11033244m.g	2259
ChCC-v11033246m.g	2034
ChCC-v11033249m.g	1360
ChCC-v11033251m.g	1192
ChCC-v11033252m.g	2228
ChCC-v11033254m.g	1358
ChCC-v11033255m.g	6749
ChCC-v11033257m.g	2895
ChCC-v11033261m.g	1488
ChCC-v11033262m.g	1870
ChCC-v11033263m.g	2878
ChCC-v11033265m.g	3769
ChCC-v11033266m.g	2743
ChCC-v11033273m.g	4085
ChCC-v11033274m.g	3451
ChCC-v11033275m.g	4853
ChCC-v11033277m.g	3790
ChCC-v11033280m.g	1501
ChCC-v11033289m.g	687
ChCC-v11033294m.g	268
ChCC-v11033297m.g	1598
ChCC-v11033299m.g	2317
ChCC-v11033304m.g	1818
ChCC-v11033306m.g	3668
ChCC-v11033307m.g	1886
ChCC-v11033309m.g	5718
ChCC-v11033310m.g	6164
ChCC-v11033312m.g	2666
ChCC-v11033314m.g	258
ChCC-v11033317m.g	722
ChCC-v11033320m.g	1218
ChCC-v11033322m.g	5382
ChCC-v11033328m.g	1456
ChCC-v11033330m.g	2132
ChCC-v11033334m.g	3066
ChCC-v11033340m.g	576
ChCC-v11033347m.g	5234
ChCC-v11033348m.g	3448
ChCC-v11033349m.g	7607
ChCC-v11033351m.g	3542
ChCC-v11033353m.g	5776
ChCC-v11033357m.g	3565
ChCC-v11033360m.g	4933
ChCC-v11033361m.g	6766
ChCC-v11033362m.g	3019
ChCC-v11033363m.g	5287
ChCC-v11033364m.g	1315
ChCC-v11033365m.g	3151
ChCC-v11033370m.g	2541
ChCC-v11033371m.g	7884
ChCC-v11033373m.g	12535
ChCC-v11033378m.g	3530
ChCC-v11033380m.g	5531
ChCC-v11033382m.g	3284
ChCC-v11033383m.g	5246
ChCC-v11033386m.g	1707
ChCC-v11033388m.g	2200
ChCC-v11033389m.g	287
ChCC-v11033396m.g	1540
ChCC-v11033399m.g	2015
ChCC-v11033400m.g	2880
ChCC-v11033401m.g	5143
ChCC-v11033403m.g	2266
ChCC-v11033405m.g	958
ChCC-v11033406m.g	1683
ChCC-v11033408m.g	6757
ChCC-v11033411m.g	4333
ChCC-v11033415m.g	3556
ChCC-v11033417m.g	1654
ChCC-v11033419m.g	1982
ChCC-v11033422m.g	1492
ChCC-v11033425m.g	1559
ChCC-v11033431m.g	4841
ChCC-v11033433m.g	878
ChCC-v11033434m.g	8989
ChCC-v11033438m.g	2271
ChCC-v11033442m.g	8962
ChCC-v11033443m.g	288
ChCC-v11033451m.g	3834
ChCC-v11033454m.g	4510
ChCC-v11033456m.g	7281
ChCC-v11033460m.g	1343
ChCC-v11033471m.g	1825
ChCC-v11033475m.g	3295
ChCC-v11033476m.g	2380
ChCC-v11033478m.g	456
ChCC-v11033479m.g	473
ChCC-v11033480m.g	776
ChCC-v11033482m.g	6203
ChCC-v11033489m.g	5698
ChCC-v11033494m.g	1673
ChCC-v11033495m.g	8196
ChCC-v11033496m.g	4393
ChCC-v11033499m.g	4296
ChCC-v11033503m.g	3400
ChCC-v11033509m.g	4913
ChCC-v11033510m.g	687
ChCC-v11033513m.g	1647
ChCC-v11033514m.g	1855
ChCC-v11033515m.g	1106
ChCC-v11033517m.g	3655
ChCC-v11033519m.g	2345
ChCC-v11033520m.g	11488
ChCC-v11033524m.g	3689
ChCC-v11033530m.g	2709
ChCC-v11033532m.g	4087
ChCC-v11033535m.g	1826
ChCC-v11033536m.g	5725
ChCC-v11033538m.g	396
ChCC-v11033540m.g	1194
ChCC-v11033545m.g	431
ChCC-v11033548m.g	3462
ChCC-v11033552m.g	1493
ChCC-v11033554m.g	3508
ChCC-v11033555m.g	1006
ChCC-v11033557m.g	1021
ChCC-v11033559m.g	1969
ChCC-v11033560m.g	2831
ChCC-v11033563m.g	2038
ChCC-v11033567m.g	1475
ChCC-v11033568m.g	2682
ChCC-v11033569m.g	4601
ChCC-v11033570m.g	5736
ChCC-v11033572m.g	4051
ChCC-v11033574m.g	6051
ChCC-v11033576m.g	1263
ChCC-v11033577m.g	1832
ChCC-v11033578m.g	653
ChCC-v11033581m.g	3447
ChCC-v11033582m.g	2159
ChCC-v11033583m.g	2345
ChCC-v11033584m.g	2455
ChCC-v11033587m.g	1808
ChCC-v11033590m.g	3530
ChCC-v11033596m.g	241
ChCC-v11033601m.g	4508
ChCC-v11033602m.g	2489
ChCC-v11033606m.g	632
ChCC-v11033607m.g	3671
ChCC-v11033615m.g	3270
ChCC-v11033618m.g	2825
ChCC-v11033621m.g	694
ChCC-v11033622m.g	1581
ChCC-v11033623m.g	5998
ChCC-v11033626m.g	3909
ChCC-v11033628m.g	6919
ChCC-v11033629m.g	6170
ChCC-v11033630m.g	4573
ChCC-v11033632m.g	8320
ChCC-v11033633m.g	1603
ChCC-v11033636m.g	1561
ChCC-v11033639m.g	2469
ChCC-v11033646m.g	1847
ChCC-v11033647m.g	2718
ChCC-v11033649m.g	1896
ChCC-v11033653m.g	1518
ChCC-v11033655m.g	3515
ChCC-v11033657m.g	2569
ChCC-v11033658m.g	1769
ChCC-v11033662m.g	1753
ChCC-v11033663m.g	6313
ChCC-v11033664m.g	7773
ChCC-v11033665m.g	2905
ChCC-v11033666m.g	5889
ChCC-v11033667m.g	3201
ChCC-v11033669m.g	2002
ChCC-v11033671m.g	2565
ChCC-v11033675m.g	3615
ChCC-v11033677m.g	4472
ChCC-v11033680m.g	1724
ChCC-v11033692m.g	5925
ChCC-v11033693m.g	1352
ChCC-v11033696m.g	6384
ChCC-v11033697m.g	7251
ChCC-v11033699m.g	6357
ChCC-v11033703m.g	3192
ChCC-v11033704m.g	1176
ChCC-v11033706m.g	1587
ChCC-v11033711m.g	1294
ChCC-v11033712m.g	1770
ChCC-v11033714m.g	2080
ChCC-v11033715m.g	1919
ChCC-v11033716m.g	2145
ChCC-v11033718m.g	1366
ChCC-v11033720m.g	2491
ChCC-v11033722m.g	3568
ChCC-v11033726m.g	8524
ChCC-v11033727m.g	1766
ChCC-v11033729m.g	2551
ChCC-v11033732m.g	3194
ChCC-v11033734m.g	5548
ChCC-v11033736m.g	1182
ChCC-v11033737m.g	1101
ChCC-v11033738m.g	1916
ChCC-v11033740m.g	16649
ChCC-v11033744m.g	5844
ChCC-v11033748m.g	4428
ChCC-v11033751m.g	2597
ChCC-v11033753m.g	2706
ChCC-v11033754m.g	3707
ChCC-v11033758m.g	935
ChCC-v11033762m.g	390
ChCC-v11033763m.g	1728
ChCC-v11033764m.g	3787
ChCC-v11033766m.g	2921
ChCC-v11033768m.g	4493
ChCC-v11033772m.g	3024
ChCC-v11033773m.g	2284
ChCC-v11033774m.g	2034
ChCC-v11033775m.g	3235
ChCC-v11033778m.g	2463
ChCC-v11033779m.g	1486
ChCC-v11033782m.g	1649
ChCC-v11033785m.g	2402
ChCC-v11033786m.g	3052
ChCC-v11033790m.g	2243
ChCC-v11033791m.g	8181
ChCC-v11033793m.g	11947
ChCC-v11033795m.g	1483
ChCC-v11033797m.g	497
ChCC-v11033798m.g	823
ChCC-v11033800m.g	313
ChCC-v11033804m.g	2338
ChCC-v11033805m.g	674
ChCC-v11033808m.g	2378
ChCC-v11033809m.g	468
ChCC-v11033810m.g	208
ChCC-v11033812m.g	298
ChCC-v11033813m.g	2364
ChCC-v11033815m.g	4311
ChCC-v11033819m.g	866
ChCC-v11033821m.g	1005
ChCC-v11033823m.g	4153
ChCC-v11033826m.g	5490
ChCC-v11033827m.g	840
ChCC-v11033828m.g	167
ChCC-v11033830m.g	7523
ChCC-v11033831m.g	8988
ChCC-v11033832m.g	2836
ChCC-v11033833m.g	250
ChCC-v11033836m.g	548
ChCC-v11033837m.g	2906
ChCC-v11033840m.g	1868
ChCC-v11033841m.g	1929
ChCC-v11033845m.g	2153
ChCC-v11033846m.g	9389
ChCC-v11033847m.g	1716
ChCC-v11033852m.g	1405
ChCC-v11033857m.g	2812
ChCC-v11033859m.g	1937
ChCC-v11033862m.g	1527
ChCC-v11033864m.g	8872
ChCC-v11033865m.g	1473
ChCC-v11033866m.g	4116
ChCC-v11033867m.g	646
ChCC-v11033869m.g	1740
ChCC-v11033874m.g	1698
ChCC-v11033876m.g	2426
ChCC-v11033880m.g	1430
ChCC-v11033881m.g	1616
ChCC-v11033882m.g	3460
ChCC-v11033886m.g	1989
ChCC-v11033887m.g	3845
ChCC-v11033888m.g	9173
ChCC-v11033891m.g	2702
ChCC-v11033894m.g	3013
ChCC-v11033897m.g	4012
ChCC-v11033902m.g	1523
ChCC-v11033903m.g	3750
ChCC-v11033906m.g	3190
ChCC-v11033911m.g	534
ChCC-v11033912m.g	3146
ChCC-v11033913m.g	1218
ChCC-v11033917m.g	1559
ChCC-v11033919m.g	8451
ChCC-v11033922m.g	9055
ChCC-v11033923m.g	626
ChCC-v11033925m.g	2652
ChCC-v11033926m.g	1318
ChCC-v11033928m.g	1563
ChCC-v11033931m.g	1606
ChCC-v11033933m.g	548
ChCC-v11033937m.g	9524
ChCC-v11033941m.g	5081
ChCC-v11033942m.g	3571
ChCC-v11033945m.g	232
ChCC-v11033946m.g	5924
ChCC-v11033947m.g	3643
ChCC-v11033951m.g	9450
ChCC-v11033952m.g	1692
ChCC-v11033953m.g	2211
ChCC-v11033954m.g	3606
ChCC-v11033955m.g	3650
ChCC-v11033957m.g	2407
ChCC-v11033958m.g	3242
ChCC-v11033960m.g	1001
ChCC-v11033961m.g	4917
ChCC-v11033962m.g	6534
ChCC-v11033965m.g	3033
ChCC-v11033967m.g	2089
ChCC-v11033968m.g	1758
ChCC-v11033972m.g	1253
ChCC-v11033975m.g	9080
ChCC-v11033977m.g	6617
ChCC-v11033978m.g	2479
ChCC-v11033984m.g	5427
ChCC-v11033987m.g	1622
ChCC-v11033988m.g	3439
ChCC-v11033989m.g	4328
ChCC-v11033991m.g	2917
ChCC-v11033993m.g	3615
ChCC-v11033994m.g	3579
ChCC-v11033996m.g	1432
ChCC-v11033998m.g	562
ChCC-v11033999m.g	6300
ChCC-v11034002m.g	488
ChCC-v11034003m.g	2746
ChCC-v11034008m.g	1943
ChCC-v11034009m.g	2804
ChCC-v11034011m.g	2886
ChCC-v11034016m.g	3447
ChCC-v11034017m.g	402
ChCC-v11034018m.g	3330
ChCC-v11034021m.g	6873
ChCC-v11034022m.g	5029
ChCC-v11034026m.g	3479
ChCC-v11034030m.g	1520
ChCC-v11034035m.g	896
ChCC-v11034036m.g	1560
ChCC-v11034037m.g	3339
ChCC-v11034038m.g	2311
ChCC-v11034044m.g	364
ChCC-v11034046m.g	3460
ChCC-v11034048m.g	1900
ChCC-v11034050m.g	2524
ChCC-v11034051m.g	955
ChCC-v11034052m.g	548
ChCC-v11034053m.g	9981
ChCC-v11034055m.g	2652
ChCC-v11034059m.g	572
ChCC-v11034061m.g	7341
ChCC-v11034069m.g	2746
ChCC-v11034070m.g	2504
ChCC-v11034073m.g	3106
ChCC-v11034074m.g	5703
ChCC-v11034076m.g	3966
ChCC-v11034077m.g	4217
ChCC-v11034078m.g	3574
ChCC-v11034080m.g	1726
ChCC-v11034081m.g	1542
